Jack of Spades, 4 of Hearts, 6 of Hearts, 3 of Hearts, 3 of Spades, ,One Pair,7.8%
9 of Diamonds, 4 of Spades, 5 of Hearts, 3 of Spades, 8 of Diamonds, ,High Card,0.0%
9 of Diamonds, Jack of Hearts, 7 of Diamonds, 6 of Diamonds, 4 of Diamonds, ,High Card,0.0%
3 of Hearts, King of Spades, 9 of Clubs, 4 of Spades, King of Clubs, ,One Pair,68.8%
8 of Spades, Queen of Clubs, 5 of Diamonds, 3 of Diamonds, King of Diamonds, ,High Card,0.2%
Queen of Spades, 6 of Hearts, Jack of Clubs, 2 of Spades, 3 of Clubs, ,High Card,3.5999999999999996%
7 of Diamonds, 10 of Spades, 10 of Diamonds, 3 of Spades, 5 of Spades, ,One Pair,34.4%
Ace of Spades, Jack of Spades, 4 of Hearts, Ace of Hearts, 10 of Hearts, ,High Card,0.0%
2 of Hearts, 9 of Spades, Ace of Spades, 3 of Clubs, 4 of Spades, ,High Card,0.2%
Jack of Diamonds, 9 of Clubs, 4 of Diamonds, 7 of Diamonds, 8 of Diamonds, ,High Card,0.0%
5 of Diamonds, 7 of Hearts, Jack of Spades, 9 of Diamonds, 8 of Diamonds, ,High Card,0.0%
2 of Hearts, Jack of Hearts, 10 of Diamonds, Queen of Clubs, 3 of Hearts, ,High Card,2.0%
Queen of Clubs, 8 of Spades, 8 of Diamonds, 3 of Clubs, 2 of Clubs, ,One Pair,22.400000000000002%
3 of Hearts, 6 of Spades, Ace of Clubs, 7 of Hearts, Queen of Clubs, ,High Card,0.0%
7 of Clubs, Jack of Diamonds, 6 of Diamonds, King of Spades, 2 of Hearts, ,High Card,3.4000000000000004%
Ace of Spades, 3 of Clubs, 4 of Diamonds, 7 of Clubs, Jack of Hearts, ,High Card,0.0%
9 of Clubs, Ace of Diamonds, Queen of Hearts, 6 of Diamonds, Ace of Clubs, ,High Card,0.0%
King of Diamonds, 9 of Clubs, 5 of Hearts, 8 of Diamonds, Jack of Hearts, ,High Card,0.0%
3 of Diamonds, 6 of Hearts, 9 of Spades, 2 of Clubs, 2 of Hearts, ,One Pair,5.0%
6 of Diamonds, 9 of Spades, 7 of Hearts, 2 of Hearts, 5 of Clubs, ,High Card,0.4%
5 of Hearts, 8 of Hearts, 5 of Clubs, Jack of Diamonds, 4 of Clubs, ,One Pair,9.6%
10 of Diamonds, Ace of Spades, 7 of Spades, 3 of Clubs, 8 of Spades, ,High Card,0.0%
King of Diamonds, 8 of Hearts, 9 of Hearts, King of Clubs, 7 of Diamonds, ,One Pair,71.2%
4 of Spades, 6 of Diamonds, 4 of Hearts, 3 of Diamonds, 6 of Clubs, ,Two Pair,70.8%
8 of Hearts, 7 of Hearts, Jack of Spades, Ace of Hearts, 10 of Clubs, ,High Card,0.0%
9 of Hearts, 8 of Clubs, 5 of Clubs, 10 of Diamonds, Jack of Diamonds, ,High Card,0.0%
6 of Clubs, 10 of Spades, 5 of Clubs, Queen of Diamonds, 9 of Spades, ,High Card,0.0%
3 of Hearts, King of Spades, Queen of Hearts, Ace of Clubs, 2 of Hearts, ,High Card,3.2%
5 of Hearts, Queen of Hearts, 2 of Clubs, 9 of Hearts, 9 of Diamonds, ,One Pair,30.8%
King of Spades, Ace of Diamonds, 4 of Hearts, 3 of Diamonds, 6 of Spades, ,High Card,0.0%
8 of Hearts, Ace of Diamonds, 5 of Diamonds, 3 of Clubs, Queen of Hearts, ,High Card,0.0%
10 of Diamonds, 2 of Diamonds, Queen of Spades, 4 of Clubs, 7 of Diamonds, ,High Card,1.6%
Jack of Diamonds, 9 of Hearts, 7 of Spades, Queen of Diamonds, Jack of Hearts, ,One Pair,49.4%
5 of Hearts, 10 of Clubs, 4 of Diamonds, Jack of Diamonds, 2 of Spades, ,High Card,0.8%
8 of Hearts, King of Clubs, 2 of Diamonds, 8 of Spades, Ace of Clubs, ,One Pair,22.400000000000002%
7 of Diamonds, King of Diamonds, Jack of Diamonds, 9 of Clubs, Ace of Spades, ,High Card,0.2%
3 of Diamonds, Ace of Hearts, Queen of Clubs, Ace of Diamonds, Ace of Clubs, ,High Card,0.0%
2 of Diamonds, 9 of Clubs, 5 of Clubs, Jack of Clubs, 4 of Diamonds, ,High Card,0.8%
Ace of Spades, Queen of Diamonds, 2 of Hearts, 5 of Clubs, 10 of Hearts, ,High Card,1.7999999999999998%
Ace of Hearts, Ace of Clubs, Queen of Hearts, 6 of Clubs, 6 of Hearts, ,One Pair,11.600000000000001%
6 of Clubs, 5 of Hearts, 9 of Diamonds, 8 of Diamonds, 3 of Diamonds, ,High Card,0.0%
10 of Spades, Jack of Hearts, 4 of Hearts, Jack of Diamonds, 4 of Spades, ,Two Pair,77.2%
Jack of Spades, 2 of Diamonds, King of Spades, 3 of Hearts, 8 of Hearts, ,High Card,4.2%
7 of Clubs, 6 of Diamonds, 5 of Spades, Ace of Hearts, 8 of Hearts, ,High Card,0.0%
2 of Clubs, 5 of Spades, 8 of Diamonds, 7 of Hearts, 10 of Hearts, ,High Card,1.2%
Jack of Spades, 7 of Diamonds, 7 of Spades, 5 of Diamonds, 10 of Diamonds, ,One Pair,19.2%
8 of Spades, 3 of Hearts, 7 of Diamonds, 10 of Hearts, 4 of Clubs, ,High Card,0.0%
10 of Diamonds, Jack of Diamonds, King of Clubs, Queen of Spades, Ace of Diamonds, ,High Card,0.0%
6 of Clubs, 8 of Hearts, 10 of Hearts, Jack of Hearts, 4 of Spades, ,High Card,0.0%
5 of Hearts, 3 of Spades, 2 of Spades, Ace of Spades, Jack of Clubs, ,High Card,0.6%
Ace of Spades, 2 of Clubs, 10 of Clubs, 10 of Spades, 7 of Spades, ,One Pair,27.800000000000004%
7 of Hearts, 6 of Spades, 8 of Hearts, Ace of Spades, Ace of Clubs, ,High Card,0.0%
10 of Hearts, 9 of Hearts, 10 of Diamonds, 7 of Diamonds, 9 of Spades, ,Two Pair,79.80000000000001%
3 of Clubs, Jack of Diamonds, Jack of Clubs, 8 of Spades, 6 of Hearts, ,One Pair,35.6%
10 of Diamonds, King of Clubs, 8 of Spades, 5 of Clubs, King of Diamonds, ,One Pair,70.6%
5 of Diamonds, 8 of Spades, 7 of Hearts, 8 of Clubs, 3 of Clubs, ,One Pair,21.6%
Queen of Diamonds, Queen of Hearts, 9 of Spades, King of Diamonds, 7 of Clubs, ,One Pair,63.800000000000004%
2 of Diamonds, Jack of Clubs, 9 of Spades, 3 of Clubs, 4 of Clubs, ,High Card,1.0%
Jack of Spades, 7 of Spades, 9 of Clubs, Ace of Diamonds, 5 of Clubs, ,High Card,0.0%
3 of Clubs, 7 of Hearts, 3 of Hearts, Queen of Hearts, 2 of Spades, ,One Pair,5.0%
8 of Hearts, 10 of Hearts, 4 of Spades, Jack of Hearts, Ace of Diamonds, ,High Card,0.0%
4 of Hearts, 5 of Diamonds, 4 of Spades, Ace of Diamonds, 8 of Clubs, ,One Pair,7.6%
Jack of Spades, 2 of Hearts, 4 of Hearts, King of Spades, 5 of Spades, ,High Card,4.3999999999999995%
King of Hearts, 2 of Diamonds, 3 of Spades, 5 of Diamonds, Ace of Clubs, ,High Card,2.4%
Ace of Spades, 2 of Clubs, Jack of Spades, Jack of Clubs, 4 of Spades, ,One Pair,42.199999999999996%
Jack of Spades, 10 of Spades, 10 of Clubs, 8 of Clubs, Ace of Hearts, ,One Pair,39.800000000000004%
8 of Diamonds, 10 of Hearts, 8 of Spades, 2 of Diamonds, 9 of Diamonds, ,One Pair,24.8%
2 of Spades, 5 of Hearts, 3 of Diamonds, Queen of Hearts, 6 of Diamonds, ,High Card,1.2%
King of Spades, 10 of Diamonds, 3 of Diamonds, 7 of Diamonds, 5 of Clubs, ,High Card,0.0%
5 of Spades, 7 of Diamonds, Queen of Spades, Queen of Diamonds, 7 of Spades, ,Two Pair,84.8%
Queen of Diamonds, 8 of Spades, 8 of Hearts, 6 of Clubs, 7 of Spades, ,One Pair,24.8%
Ace of Hearts, 2 of Hearts, 10 of Diamonds, Jack of Hearts, 10 of Hearts, ,One Pair,42.8%
King of Clubs, 2 of Hearts, 10 of Clubs, Ace of Hearts, 10 of Diamonds, ,One Pair,39.4%
6 of Spades, 8 of Clubs, Ace of Spades, 2 of Spades, 9 of Spades, ,High Card,0.4%
Jack of Diamonds, 10 of Diamonds, 7 of Spades, King of Hearts, King of Spades, ,One Pair,71.39999999999999%
Ace of Clubs, 2 of Spades, 6 of Clubs, 4 of Diamonds, Jack of Diamonds, ,High Card,0.8%
Queen of Diamonds, 2 of Hearts, 8 of Hearts, 9 of Diamonds, 9 of Spades, ,One Pair,31.2%
King of Spades, King of Clubs, King of Hearts, 6 of Clubs, 9 of Diamonds, ,Three of Kind,96.8%
8 of Diamonds, 4 of Diamonds, 7 of Hearts, 2 of Diamonds, 7 of Spades, ,One Pair,14.000000000000002%
10 of Hearts, Ace of Hearts, 9 of Clubs, Ace of Clubs, Jack of Hearts, ,High Card,0.0%
4 of Spades, 9 of Diamonds, Ace of Spades, 6 of Clubs, 6 of Diamonds, ,One Pair,10.6%
3 of Spades, King of Spades, 2 of Diamonds, 9 of Hearts, 3 of Hearts, ,One Pair,5.4%
2 of Clubs, 9 of Spades, 2 of Hearts, Jack of Diamonds, 4 of Diamonds, ,One Pair,4.2%
Queen of Clubs, 9 of Diamonds, Jack of Hearts, 10 of Spades, 2 of Spades, ,High Card,3.2%
King of Diamonds, 10 of Clubs, Ace of Diamonds, Queen of Spades, 5 of Diamonds, ,High Card,0.0%
King of Spades, 9 of Spades, Ace of Spades, 2 of Spades, 7 of Hearts, ,High Card,2.4%
4 of Clubs, 10 of Clubs, King of Clubs, 7 of Spades, 7 of Diamonds, ,One Pair,21.4%
Queen of Clubs, 3 of Spades, King of Hearts, Jack of Diamonds, 8 of Spades, ,High Card,0.0%
Jack of Spades, 3 of Spades, Ace of Spades, 4 of Hearts, 7 of Clubs, ,High Card,0.0%
Ace of Hearts, 7 of Spades, Jack of Spades, 10 of Hearts, Ace of Spades, ,High Card,0.0%
3 of Clubs, 8 of Hearts, 5 of Clubs, 7 of Hearts, 4 of Diamonds, ,High Card,0.0%
3 of Clubs, 6 of Diamonds, 10 of Diamonds, Ace of Hearts, 6 of Hearts, ,One Pair,14.2%
7 of Spades, 5 of Clubs, 2 of Spades, 8 of Clubs, 9 of Spades, ,High Card,1.0%
9 of Hearts, 5 of Spades, Jack of Spades, Queen of Clubs, King of Hearts, ,High Card,0.2%
6 of Hearts, 4 of Hearts, 2 of Clubs, 9 of Clubs, King of Clubs, ,High Card,3.2%
9 of Spades, 6 of Diamonds, 10 of Diamonds, 10 of Spades, 2 of Diamonds, ,One Pair,32.800000000000004%
Queen of Spades, 9 of Clubs, King of Hearts, King of Diamonds, 4 of Clubs, ,One Pair,67.4%
3 of Spades, 2 of Diamonds, King of Clubs, 2 of Clubs, 7 of Clubs, ,One Pair,4.3999999999999995%
Ace of Hearts, King of Hearts, 6 of Diamonds, 6 of Spades, 4 of Spades, ,One Pair,12.6%
King of Hearts, Ace of Spades, King of Clubs, Queen of Clubs, 5 of Spades, ,One Pair,68.2%
Ace of Spades, 3 of Spades, 4 of Spades, 8 of Spades, 9 of Hearts, ,High Card,0.0%
Jack of Diamonds, 2 of Hearts, 10 of Hearts, Queen of Hearts, King of Spades, ,High Card,4.3999999999999995%
Jack of Hearts, Queen of Hearts, 7 of Spades, 3 of Clubs, 4 of Hearts, ,High Card,0.0%
3 of Diamonds, 6 of Hearts, Queen of Diamonds, 2 of Diamonds, 7 of Spades, ,High Card,1.7999999999999998%
5 of Clubs, 2 of Clubs, 8 of Hearts, Jack of Hearts, King of Hearts, ,High Card,4.2%
3 of Spades, Ace of Diamonds, Jack of Clubs, Jack of Hearts, 6 of Hearts, ,One Pair,41.6%
2 of Clubs, Ace of Hearts, Queen of Diamonds, Jack of Hearts, 7 of Spades, ,High Card,1.4000000000000001%
King of Spades, 3 of Clubs, 5 of Hearts, 5 of Spades, 3 of Spades, ,Two Pair,71.6%
3 of Spades, 5 of Clubs, 10 of Diamonds, 7 of Spades, 6 of Hearts, ,High Card,0.0%
Jack of Clubs, 9 of Clubs, 9 of Hearts, Ace of Diamonds, 10 of Hearts, ,One Pair,32.2%
Jack of Spades, 10 of Diamonds, King of Clubs, 3 of Clubs, 9 of Spades, ,High Card,0.2%
Queen of Hearts, 10 of Clubs, 8 of Hearts, 9 of Diamonds, King of Clubs, ,High Card,0.0%
9 of Spades, 5 of Clubs, 4 of Clubs, Queen of Spades, Queen of Diamonds, ,One Pair,54.800000000000004%
4 of Diamonds, 10 of Clubs, 9 of Clubs, Jack of Spades, 3 of Hearts, ,High Card,0.0%
3 of Hearts, Jack of Hearts, 4 of Spades, 10 of Clubs, 9 of Diamonds, ,High Card,0.0%
9 of Clubs, 7 of Hearts, 4 of Diamonds, 2 of Spades, Jack of Diamonds, ,High Card,0.8%
2 of Clubs, 8 of Diamonds, Ace of Clubs, 6 of Hearts, Jack of Hearts, ,High Card,0.8%
6 of Hearts, 5 of Diamonds, Queen of Spades, King of Spades, 8 of Clubs, ,High Card,0.4%
5 of Diamonds, 6 of Hearts, Ace of Diamonds, 2 of Clubs, 8 of Diamonds, ,High Card,0.6%
King of Clubs, Jack of Spades, 10 of Clubs, 8 of Clubs, 6 of Hearts, ,High Card,0.8%
4 of Clubs, 7 of Hearts, Queen of Hearts, 7 of Clubs, Ace of Clubs, ,One Pair,13.8%
King of Clubs, 9 of Spades, 4 of Diamonds, 5 of Clubs, 2 of Hearts, ,High Card,3.0%
Jack of Spades, 9 of Clubs, Ace of Clubs, Queen of Hearts, King of Hearts, ,High Card,0.0%
9 of Clubs, 6 of Hearts, 8 of Clubs, Jack of Clubs, 8 of Spades, ,One Pair,24.8%
9 of Clubs, 7 of Spades, 2 of Diamonds, 5 of Diamonds, 9 of Hearts, ,One Pair,27.800000000000004%
Queen of Spades, 9 of Diamonds, 3 of Hearts, 10 of Hearts, Ace of Hearts, ,High Card,0.0%
6 of Spades, 4 of Hearts, 8 of Spades, 7 of Spades, 5 of Spades, ,Straight,97.0%
King of Clubs, 2 of Diamonds, 3 of Clubs, 3 of Diamonds, 2 of Clubs, ,Two Pair,67.60000000000001%
3 of Clubs, 3 of Spades, 10 of Hearts, Ace of Spades, Jack of Hearts, ,One Pair,4.2%
7 of Hearts, Queen of Clubs, 5 of Hearts, Ace of Clubs, 2 of Diamonds, ,High Card,1.2%
3 of Spades, 5 of Diamonds, Ace of Hearts, Jack of Spades, 8 of Diamonds, ,High Card,0.0%
2 of Spades, King of Hearts, King of Clubs, 10 of Diamonds, 6 of Spades, ,One Pair,72.0%
Ace of Hearts, Ace of Spades, 5 of Diamonds, 9 of Clubs, 10 of Diamonds, ,High Card,0.0%
King of Spades, 3 of Hearts, 10 of Diamonds, 2 of Hearts, 5 of Diamonds, ,High Card,2.6%
King of Spades, 7 of Clubs, Jack of Spades, Queen of Spades, 10 of Spades, ,High Card,0.2%
7 of Clubs, 8 of Hearts, 8 of Clubs, 8 of Spades, Queen of Clubs, ,Three of Kind,90.2%
8 of Spades, 3 of Diamonds, Queen of Diamonds, Jack of Spades, 3 of Hearts, ,One Pair,6.0%
Queen of Clubs, 7 of Hearts, King of Diamonds, 7 of Diamonds, 10 of Spades, ,One Pair,21.0%
8 of Clubs, 4 of Hearts, 10 of Spades, Ace of Hearts, 6 of Spades, ,High Card,0.0%
Jack of Clubs, King of Diamonds, King of Hearts, 2 of Clubs, 10 of Clubs, ,One Pair,70.19999999999999%
King of Spades, 10 of Hearts, Jack of Spades, 9 of Spades, 8 of Clubs, ,High Card,0.0%
3 of Spades, 2 of Diamonds, 10 of Spades, Queen of Clubs, 10 of Diamonds, ,One Pair,39.0%
5 of Clubs, 4 of Clubs, 2 of Spades, 5 of Hearts, 6 of Diamonds, ,One Pair,12.8%
Jack of Spades, King of Diamonds, Queen of Clubs, 2 of Clubs, Queen of Hearts, ,One Pair,64.8%
Jack of Spades, King of Diamonds, 8 of Clubs, King of Hearts, 10 of Hearts, ,One Pair,71.0%
5 of Hearts, 8 of Hearts, 6 of Spades, King of Spades, 10 of Clubs, ,High Card,0.0%
6 of Diamonds, 7 of Clubs, Queen of Diamonds, 10 of Clubs, Ace of Hearts, ,High Card,0.0%
Queen of Diamonds, 7 of Hearts, 8 of Spades, Ace of Diamonds, 3 of Spades, ,High Card,0.0%
4 of Spades, 9 of Diamonds, King of Diamonds, 4 of Clubs, 9 of Clubs, ,Two Pair,73.6%
2 of Diamonds, King of Spades, King of Diamonds, 2 of Clubs, 8 of Diamonds, ,Two Pair,86.2%
King of Spades, 7 of Spades, 2 of Hearts, King of Hearts, 10 of Hearts, ,One Pair,69.8%
9 of Hearts, 7 of Hearts, 6 of Clubs, 4 of Hearts, 7 of Spades, ,One Pair,16.400000000000002%
3 of Diamonds, 6 of Clubs, 8 of Diamonds, 4 of Hearts, 2 of Diamonds, ,High Card,1.0%
4 of Spades, 7 of Diamonds, 9 of Hearts, Ace of Spades, 5 of Diamonds, ,High Card,0.0%
6 of Diamonds, Queen of Hearts, 2 of Clubs, 10 of Diamonds, 7 of Hearts, ,High Card,2.4%
4 of Diamonds, 5 of Diamonds, 10 of Diamonds, King of Hearts, 9 of Clubs, ,High Card,0.0%
Ace of Spades, 2 of Hearts, Jack of Spades, Queen of Spades, 5 of Diamonds, ,High Card,2.4%
King of Spades, 8 of Hearts, King of Clubs, Ace of Hearts, 2 of Diamonds, ,One Pair,66.0%
7 of Spades, 9 of Clubs, 3 of Diamonds, 3 of Spades, 2 of Hearts, ,One Pair,5.0%
4 of Spades, 10 of Clubs, Ace of Spades, Jack of Spades, Jack of Clubs, ,One Pair,45.4%
2 of Clubs, 8 of Spades, 9 of Hearts, Ace of Clubs, 2 of Spades, ,One Pair,4.3999999999999995%
3 of Spades, Jack of Clubs, Ace of Hearts, 5 of Clubs, 4 of Spades, ,High Card,0.0%
3 of Hearts, 6 of Hearts, 9 of Diamonds, Ace of Hearts, 5 of Hearts, ,High Card,0.0%
King of Clubs, 9 of Diamonds, 3 of Clubs, 6 of Spades, Jack of Clubs, ,High Card,0.2%
King of Diamonds, 7 of Clubs, 7 of Hearts, 2 of Clubs, 6 of Clubs, ,One Pair,15.6%
2 of Clubs, 10 of Hearts, 7 of Spades, 6 of Clubs, King of Hearts, ,High Card,5.4%
8 of Clubs, 4 of Spades, 8 of Diamonds, Ace of Clubs, Ace of Diamonds, ,One Pair,21.4%
5 of Diamonds, 2 of Clubs, 8 of Spades, King of Diamonds, 10 of Clubs, ,High Card,3.8%
7 of Spades, 3 of Spades, 3 of Diamonds, 6 of Clubs, 8 of Diamonds, ,One Pair,5.800000000000001%
King of Hearts, 3 of Clubs, 2 of Spades, 10 of Diamonds, 6 of Clubs, ,High Card,3.8%
Ace of Hearts, 9 of Hearts, Ace of Spades, 7 of Hearts, 9 of Diamonds, ,One Pair,24.6%
8 of Clubs, 7 of Hearts, 9 of Hearts, 9 of Spades, 2 of Clubs, ,One Pair,24.0%
2 of Clubs, 10 of Hearts, 3 of Hearts, 10 of Diamonds, 2 of Spades, ,Two Pair,77.4%
6 of Hearts, 7 of Clubs, 8 of Clubs, Ace of Hearts, 10 of Diamonds, ,High Card,0.0%
7 of Spades, 2 of Spades, 8 of Spades, 6 of Diamonds, Ace of Spades, ,High Card,0.0%
Ace of Hearts, 2 of Spades, 7 of Hearts, Queen of Spades, Ace of Spades, ,High Card,0.4%
Ace of Diamonds, 7 of Diamonds, 3 of Clubs, Queen of Diamonds, 8 of Clubs, ,High Card,0.0%
Queen of Diamonds, 3 of Diamonds, 8 of Hearts, 8 of Clubs, 10 of Diamonds, ,One Pair,28.199999999999996%
4 of Spades, 7 of Diamonds, 10 of Hearts, 3 of Spades, 9 of Spades, ,High Card,0.0%
6 of Hearts, 9 of Clubs, 10 of Diamonds, Queen of Hearts, 3 of Spades, ,High Card,0.0%
Queen of Spades, Queen of Diamonds, 7 of Hearts, 10 of Diamonds, 5 of Hearts, ,One Pair,57.99999999999999%
3 of Hearts, 4 of Clubs, 4 of Hearts, King of Spades, 4 of Diamonds, ,Three of Kind,87.6%
Ace of Spades, 8 of Clubs, 5 of Hearts, 3 of Spades, 9 of Diamonds, ,High Card,0.0%
Ace of Diamonds, King of Spades, Queen of Diamonds, 8 of Clubs, 4 of Diamonds, ,High Card,0.4%
7 of Spades, 8 of Clubs, 4 of Diamonds, Queen of Hearts, 6 of Hearts, ,High Card,0.0%
5 of Spades, 9 of Hearts, King of Spades, 10 of Spades, 8 of Hearts, ,High Card,0.2%
10 of Clubs, Queen of Clubs, 5 of Hearts, 4 of Clubs, 5 of Spades, ,One Pair,11.0%
10 of Spades, 6 of Clubs, Ace of Hearts, 2 of Clubs, Ace of Spades, ,High Card,0.6%
10 of Spades, Jack of Hearts, Queen of Hearts, King of Spades, 5 of Spades, ,High Card,0.0%
4 of Clubs, Queen of Spades, Jack of Hearts, 5 of Hearts, 10 of Spades, ,High Card,0.0%
10 of Hearts, 2 of Hearts, King of Diamonds, 9 of Hearts, Ace of Spades, ,High Card,3.2%
8 of Spades, 6 of Spades, 2 of Spades, 4 of Clubs, Jack of Spades, ,High Card,1.6%
Jack of Spades, 2 of Clubs, 9 of Spades, Queen of Spades, 3 of Hearts, ,High Card,3.0%
3 of Diamonds, King of Diamonds, 7 of Spades, 5 of Hearts, 4 of Diamonds, ,High Card,0.0%
10 of Spades, 2 of Diamonds, 6 of Clubs, 8 of Hearts, 9 of Diamonds, ,High Card,0.2%
Queen of Spades, 5 of Spades, 4 of Diamonds, 3 of Diamonds, Jack of Clubs, ,High Card,0.0%
Queen of Diamonds, King of Clubs, 4 of Hearts, 8 of Spades, 7 of Hearts, ,High Card,0.0%
10 of Hearts, 7 of Clubs, 4 of Spades, 10 of Clubs, 5 of Clubs, ,One Pair,32.0%
Ace of Spades, King of Diamonds, 5 of Hearts, 3 of Spades, 4 of Clubs, ,High Card,0.0%
10 of Hearts, 7 of Clubs, 9 of Diamonds, 6 of Spades, 9 of Spades, ,One Pair,27.400000000000002%
8 of Spades, 8 of Diamonds, 10 of Diamonds, King of Diamonds, Queen of Hearts, ,One Pair,29.799999999999997%
Queen of Spades, 5 of Clubs, 4 of Diamonds, 10 of Spades, 9 of Diamonds, ,High Card,0.0%
7 of Spades, 6 of Hearts, Queen of Clubs, 7 of Diamonds, 5 of Clubs, ,One Pair,15.8%
2 of Spades, 4 of Diamonds, Ace of Hearts, 6 of Spades, 3 of Diamonds, ,High Card,0.0%
8 of Diamonds, Jack of Hearts, Ace of Spades, King of Hearts, 2 of Hearts, ,High Card,2.0%
6 of Hearts, 2 of Clubs, Queen of Diamonds, 7 of Diamonds, Queen of Clubs, ,One Pair,54.800000000000004%
King of Hearts, 2 of Spades, 7 of Diamonds, 9 of Clubs, 3 of Diamonds, ,High Card,2.6%
Queen of Hearts, Ace of Spades, 2 of Diamonds, 6 of Clubs, King of Diamonds, ,High Card,4.0%
10 of Clubs, 4 of Diamonds, Queen of Hearts, 3 of Spades, 5 of Clubs, ,High Card,0.0%
4 of Spades, Jack of Hearts, 4 of Diamonds, Ace of Spades, Ace of Clubs, ,One Pair,7.3999999999999995%
Ace of Clubs, 8 of Spades, 5 of Diamonds, 7 of Spades, 7 of Diamonds, ,One Pair,15.4%
2 of Diamonds, 7 of Hearts, 8 of Clubs, 8 of Spades, 7 of Spades, ,Two Pair,74.4%
Queen of Spades, 8 of Diamonds, King of Diamonds, 6 of Spades, Ace of Spades, ,High Card,0.0%
Queen of Spades, Jack of Spades, King of Diamonds, 9 of Diamonds, 3 of Spades, ,High Card,0.2%
2 of Hearts, Jack of Diamonds, 5 of Diamonds, 3 of Clubs, 8 of Hearts, ,High Card,0.4%
6 of Diamonds, Ace of Hearts, 6 of Clubs, 10 of Spades, 5 of Clubs, ,One Pair,11.0%
10 of Spades, 5 of Diamonds, 7 of Spades, Ace of Spades, Jack of Hearts, ,High Card,0.0%
Ace of Hearts, 9 of Spades, Jack of Diamonds, Queen of Hearts, 8 of Diamonds, ,High Card,0.0%
2 of Spades, 2 of Clubs, 5 of Spades, 2 of Hearts, Ace of Diamonds, ,Three of Kind,86.4%
9 of Hearts, 10 of Diamonds, 4 of Diamonds, Queen of Hearts, 3 of Diamonds, ,High Card,0.0%
3 of Spades, Ace of Diamonds, 3 of Diamonds, 5 of Diamonds, Ace of Spades, ,One Pair,5.4%
10 of Hearts, King of Diamonds, Ace of Hearts, Ace of Clubs, 9 of Hearts, ,High Card,0.0%
Queen of Spades, 3 of Hearts, 2 of Spades, 8 of Hearts, 3 of Spades, ,One Pair,5.2%
Jack of Hearts, 2 of Hearts, Jack of Diamonds, 3 of Diamonds, Queen of Diamonds, ,One Pair,44.800000000000004%
King of Hearts, 3 of Clubs, 6 of Spades, 8 of Clubs, 6 of Clubs, ,One Pair,16.8%
10 of Spades, 2 of Diamonds, Ace of Spades, Queen of Diamonds, 3 of Diamonds, ,High Card,2.0%
King of Diamonds, 7 of Spades, 6 of Spades, Jack of Spades, 8 of Spades, ,High Card,0.0%
King of Diamonds, 6 of Diamonds, King of Clubs, 2 of Clubs, 7 of Diamonds, ,One Pair,72.8%
2 of Diamonds, 10 of Diamonds, King of Hearts, 10 of Hearts, 7 of Hearts, ,One Pair,39.0%
6 of Hearts, 3 of Spades, Ace of Clubs, 5 of Spades, 2 of Diamonds, ,High Card,0.2%
Ace of Spades, 5 of Spades, Jack of Clubs, 6 of Hearts, 8 of Hearts, ,High Card,0.0%
4 of Clubs, 2 of Diamonds, 10 of Diamonds, 5 of Hearts, Jack of Clubs, ,High Card,1.0%
5 of Spades, King of Clubs, 4 of Diamonds, 6 of Spades, 9 of Clubs, ,High Card,0.0%
King of Hearts, 7 of Spades, 8 of Hearts, 6 of Spades, 9 of Hearts, ,High Card,0.0%
Jack of Diamonds, 6 of Spades, 10 of Clubs, King of Hearts, 3 of Diamonds, ,High Card,0.4%
6 of Clubs, Ace of Diamonds, 9 of Hearts, 8 of Clubs, King of Spades, ,High Card,0.0%
Ace of Clubs, 3 of Spades, 5 of Spades, Ace of Hearts, 8 of Clubs, ,High Card,0.0%
7 of Clubs, Queen of Spades, 8 of Diamonds, Ace of Clubs, Queen of Hearts, ,One Pair,52.400000000000006%
10 of Clubs, King of Hearts, 10 of Spades, 4 of Spades, Queen of Hearts, ,One Pair,42.199999999999996%
4 of Clubs, 3 of Spades, 5 of Hearts, 5 of Spades, King of Hearts, ,One Pair,8.0%
5 of Diamonds, King of Spades, 8 of Diamonds, 5 of Hearts, 6 of Clubs, ,One Pair,11.600000000000001%
8 of Spades, Jack of Clubs, 5 of Spades, King of Clubs, Queen of Spades, ,High Card,0.2%
10 of Spades, King of Diamonds, 10 of Diamonds, 4 of Spades, 5 of Clubs, ,One Pair,41.0%
King of Diamonds, 5 of Spades, King of Spades, 9 of Clubs, Queen of Spades, ,One Pair,74.2%
7 of Clubs, 8 of Hearts, King of Spades, 4 of Hearts, 7 of Diamonds, ,One Pair,18.2%
7 of Spades, 4 of Spades, 10 of Clubs, 5 of Spades, 5 of Clubs, ,One Pair,8.200000000000001%
Jack of Diamonds, 8 of Hearts, 2 of Spades, 6 of Clubs, 4 of Spades, ,High Card,2.6%
3 of Clubs, 5 of Hearts, 10 of Hearts, Jack of Spades, 7 of Clubs, ,High Card,0.0%
Queen of Spades, Jack of Clubs, 8 of Clubs, 6 of Hearts, 3 of Hearts, ,High Card,0.0%
7 of Spades, 10 of Spades, Jack of Spades, 5 of Spades, King of Spades, ,Flush,98.4%
3 of Hearts, King of Clubs, 2 of Spades, 3 of Clubs, 6 of Clubs, ,One Pair,6.4%
6 of Spades, 9 of Diamonds, 10 of Clubs, Ace of Hearts, Queen of Hearts, ,High Card,0.0%
